StudentID,year,class,student_department,course_code,course_name,semester,hours_per_week,course_credit,faculty_id,faculty_department,assigned_room,room_department,Block,assigned_lab,lab_machines
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Chemical,G,LAB-273,87.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Economics,A,LAB-273,82.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Economics,A,LAB-273,93.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Economics,A,LAB-273,87.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Management,D,LAB-273,82.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Management,D,LAB-273,93.0
S0001,2,C,CHEM,C0917,Compiler Design,4,3,2,F0290,CHEM,276,Management,D,LAB-273,87.0
S0001,2,C,CHEM,C0454,Control Systems,5,4,5,F0948,CHEM,362,Chemistry,G,,
S0001,2,C,CHEM,C0454,Control Systems,5,4,5,F0948,CHEM,362,Economics,G,,
S0002,1,C,MECH,C0163,Control Systems,6,4,2,F0936,MECH,343,Biotechnology,H,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,Management,C,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,Chemistry,A,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,Chemistry,A,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,Mechanical,G,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,English,D,,
S0002,1,C,MECH,C0768,Fluid Mechanics,3,2,4,F0124,MECH,307,Computer Science,H,,
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Mathematics,C,LAB-84,83.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Mathematics,C,LAB-84,15.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Mathematics,C,LAB-84,90.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Mathematics,C,LAB-84,108.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Mathematics,C,LAB-84,75.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Civil,F,LAB-84,83.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Civil,F,LAB-84,15.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Civil,F,LAB-84,90.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Civil,F,LAB-84,108.0
S0002,1,C,MECH,C0169,Database Systems,5,6,5,F0145,MECH,298,Civil,F,LAB-84,75.0
S0002,1,C,MECH,C0083,Power Systems,8,6,4,F0105,MECH,150,Computer Science,G,,
S0002,1,C,MECH,C0083,Power Systems,8,6,4,F0105,MECH,150,Chemistry,C,,
S0002,1,C,MECH,C0083,Power Systems,8,6,4,F0105,MECH,150,Mechanical,F,,
S0002,1,C,MECH,C0083,Power Systems,8,6,4,F0105,MECH,150,Mathematics,F,,
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,51.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,95.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,34.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,33.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,13.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,48.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,C,LAB-72,32.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,51.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,95.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,34.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,33.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,13.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,48.0
S0002,1,C,MECH,C0068,Structural Analysis,6,5,2,F0401,MECH,445,Civil,H,LAB-72,32.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Chemistry,G,LAB-59,64.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Chemistry,G,LAB-59,76.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Chemistry,G,LAB-59,24.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Chemistry,G,LAB-59,79.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Physics,D,LAB-59,64.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Physics,D,LAB-59,76.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Physics,D,LAB-59,24.0
S0003,1,C,BIO,C0113,Mobile Computing,3,3,3,F0723,BIO,236,Physics,D,LAB-59,79.0
S0003,1,C,BIO,C0886,Machine Learning,8,4,4,F0343,BIO,230,Chemical,E,LAB-260,43.0
S0003,1,C,BIO,C0886,Machine Learning,8,4,4,F0343,BIO,230,Chemical,B,LAB-260,43.0
S0003,1,C,BIO,C0886,Machine Learning,8,4,4,F0343,BIO,230,English,C,LAB-260,43.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,C,LAB-17,12.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,C,LAB-17,38.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,C,LAB-17,116.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,C,LAB-17,93.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Physics,F,LAB-17,12.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Physics,F,LAB-17,38.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Physics,F,LAB-17,116.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Physics,F,LAB-17,93.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,English,H,LAB-17,12.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,English,H,LAB-17,38.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,English,H,LAB-17,116.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,English,H,LAB-17,93.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,D,LAB-17,12.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,D,LAB-17,38.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,D,LAB-17,116.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,D,LAB-17,93.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,E,LAB-17,12.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,E,LAB-17,38.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,E,LAB-17,116.0
S0003,1,C,BIO,C0839,Data Structures,5,5,3,F0558,BIO,122,Chemistry,E,LAB-17,93.0
S0003,1,C,BIO,C0491,Data Structures,5,6,2,F0910,BIO,385,Chemistry,H,LAB-231,84.0
S0003,1,C,BIO,C0491,Data Structures,5,6,2,F0910,BIO,385,Electrical,H,LAB-231,84.0
S0003,1,C,BIO,C0491,Data Structures,5,6,2,F0910,BIO,385,Chemistry,F,LAB-231,84.0
S0003,1,C,BIO,C0491,Data Structures,5,6,2,F0910,BIO,385,Physics,C,LAB-231,84.0
S0003,1,C,BIO,C0831,Computer Networks,8,2,5,F0250,BIO,385,Chemistry,H,,
S0003,1,C,BIO,C0831,Computer Networks,8,2,5,F0250,BIO,385,Electrical,H,,
S0003,1,C,BIO,C0831,Computer Networks,8,2,5,F0250,BIO,385,Chemistry,F,,
S0003,1,C,BIO,C0831,Computer Networks,8,2,5,F0250,BIO,385,Physics,C,,
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Chemistry,C,LAB-213,74.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Chemistry,C,LAB-213,29.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Chemistry,C,LAB-213,96.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Chemistry,C,LAB-213,39.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Chemistry,C,LAB-213,116.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Electronics,F,LAB-213,74.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Electronics,F,LAB-213,29.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Electronics,F,LAB-213,96.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Electronics,F,LAB-213,39.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Electronics,F,LAB-213,116.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Biotechnology,G,LAB-213,74.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Biotechnology,G,LAB-213,29.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Biotechnology,G,LAB-213,96.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Biotechnology,G,LAB-213,39.0
S0003,1,C,BIO,C0879,Digital Electronics,1,5,3,F0837,BIO,264,Biotechnology,G,LAB-213,116.0
S0004,3,D,EEE,C0542,Algorithms,4,5,3,F0130,EEE,416,Electrical,A,,
S0004,3,D,EEE,C0542,Algorithms,4,5,3,F0130,EEE,416,Chemical,F,,
S0004,3,D,EEE,C0542,Algorithms,4,5,3,F0130,EEE,416,Mechanical,D,,
S0004,3,D,EEE,C0542,Algorithms,4,5,3,F0130,EEE,416,Civil,C,,
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,71.0
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,73.0
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,74.0
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,19.0
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,73.0
S0004,3,D,EEE,C0539,Cyber Security,7,3,2,F0299,EEE,396,Physics,F,LAB-192,33.0
S0004,3,D,EEE,C0579,Structural Analysis,8,3,5,F0875,EEE,134,Computer Science,D,,
S0004,3,D,EEE,C0579,Structural Analysis,8,3,5,F0875,EEE,134,Economics,D,,
S0004,3,D,EEE,C0256,Artificial Intelligence,7,3,3,F0593,EEE,194,Economics,C,,
S0004,3,D,EEE,C0256,Artificial Intelligence,7,3,3,F0593,EEE,194,Economics,E,,
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,37.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,90.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,61.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,107.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,25.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Civil,D,LAB-57,19.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,37.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,90.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,61.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,107.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,25.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Mechanical,F,LAB-57,19.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,37.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,90.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,61.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,107.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,25.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Electrical,A,LAB-57,19.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,37.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,90.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,61.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,107.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,25.0
S0004,3,D,EEE,C0750,Operating Systems,8,2,2,F0503,EEE,285,Chemistry,H,LAB-57,19.0
S0005,1,D,CHEM,C0421,Machine Learning,3,5,3,F0377,CHEM,301,Economics,C,LAB-101,96.0
S0005,1,D,CHEM,C0421,Machine Learning,3,5,3,F0377,CHEM,301,Economics,C,LAB-101,46.0
S0005,1,D,CHEM,C0087,Machine Learning,5,3,5,F0725,CHEM,187,Mathematics,B,,
S0005,1,D,CHEM,C0087,Machine Learning,5,3,5,F0725,CHEM,187,Biotechnology,A,,
S0005,1,D,CHEM,C0087,Machine Learning,5,3,5,F0725,CHEM,187,Biotechnology,A,,
S0005,1,D,CHEM,C0910,Digital Electronics,7,6,4,F0220,CHEM,355,Management,D,,
S0005,1,D,CHEM,C0910,Digital Electronics,7,6,4,F0220,CHEM,355,Mechanical,G,,
S0005,1,D,CHEM,C0910,Digital Electronics,7,6,4,F0220,CHEM,355,Computer Science,A,,
S0005,1,D,CHEM,C0910,Digital Electronics,7,6,4,F0220,CHEM,355,Mechanical,F,,
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Mechanical,C,LAB-232,68.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Mechanical,C,LAB-232,74.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Mechanical,C,LAB-232,37.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Mechanical,C,LAB-232,14.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Mechanical,C,LAB-232,15.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Physics,G,LAB-232,68.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Physics,G,LAB-232,74.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Physics,G,LAB-232,37.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Physics,G,LAB-232,14.0
S0005,1,D,CHEM,C0652,Thermodynamics,1,3,5,F0220,CHEM,423,Physics,G,LAB-232,15.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,80.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,47.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,24.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,54.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Civil,B,LAB-240,100.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,80.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,47.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,24.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,54.0
S0005,1,D,CHEM,C0713,Artificial Intelligence,3,4,3,F0260,CHEM,246,Electrical,G,LAB-240,100.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,106.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,48.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,83.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,102.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,101.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,95.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,110.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,F,LAB-181,78.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,106.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,48.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,83.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,102.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,101.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,95.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,110.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,D,LAB-181,78.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,106.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,48.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,83.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,102.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,101.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,95.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,110.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Biotechnology,A,LAB-181,78.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,106.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,48.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,83.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,102.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,101.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,95.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,110.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Electrical,A,LAB-181,78.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,106.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,48.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,83.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,102.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,101.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,95.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,110.0
S0005,1,D,CHEM,C0701,Database Systems,1,3,3,F0402,CHEM,113,Physics,C,LAB-181,78.0
S0006,1,D,CIVIL,C0460,Machine Learning,5,2,4,F0950,CIVIL,531,Chemistry,G,,
S0006,1,D,CIVIL,C0460,Machine Learning,5,2,4,F0950,CIVIL,531,Economics,C,,
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,H,LAB-244,83.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,H,LAB-244,95.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,H,LAB-244,63.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,H,LAB-244,97.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,D,LAB-244,83.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,D,LAB-244,95.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,D,LAB-244,63.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,Mathematics,D,LAB-244,97.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,English,G,LAB-244,83.0
S0006,1,D,CIVIL,C0900,Computer Networks,6,3,5,F0687,CIVIL,259,English,G,LAB-244,95.0
